date,location_name,location,value
2020-03-07,Poland,PL,4.0
2020-03-08,Dolnoslaskie,PL72,0.0
2020-03-08,Kujawsko-Pomorskie,PL73,0.0
2020-03-08,Lubelskie,PL75,0.0
2020-03-08,Lubuskie,PL76,0.0
2020-03-08,Lodzkie,PL74,0.0
2020-03-08,Malopolskie,PL77,0.0
2020-03-08,Mazowieckie,PL78,0.0
2020-03-08,Opolskie,PL79,0.0
2020-03-08,Podkarpackie,PL80,0.0
2020-03-08,Podlaskie,PL81,0.0
2020-03-08,Pomorskie,PL82,0.0
2020-03-08,Slaskie,PL83,0.0
2020-03-08,Swietokrzyskie,PL84,0.0
2020-03-08,Warminsko-Mazurskie,PL85,1.0
2020-03-08,Wielkopolskie,PL86,0.0
2020-03-08,Zachodniopomorskie,PL87,0.0
2020-03-08,Poland,PL,1.0
2020-03-09,Dolnoslaskie,PL72,1.0
2020-03-09,Kujawsko-Pomorskie,PL73,0.0
2020-03-09,Lubelskie,PL75,0.0
2020-03-09,Lubuskie,PL76,0.0
2020-03-09,Lodzkie,PL74,0.0
2020-03-09,Malopolskie,PL77,0.0
2020-03-09,Mazowieckie,PL78,2.0
2020-03-09,Opolskie,PL79,0.0
2020-03-09,Podkarpackie,PL80,0.0
2020-03-09,Podlaskie,PL81,0.0
2020-03-09,Pomorskie,PL82,0.0
2020-03-09,Slaskie,PL83,2.0
2020-03-09,Swietokrzyskie,PL84,0.0
2020-03-09,Warminsko-Mazurskie,PL85,0.0
2020-03-09,Wielkopolskie,PL86,0.0
2020-03-09,Zachodniopomorskie,PL87,0.0
2020-03-09,Poland,PL,5.0
2020-03-10,Dolnoslaskie,PL72,1.0
2020-03-10,Kujawsko-Pomorskie,PL73,0.0
2020-03-10,Lubelskie,PL75,0.0
2020-03-10,Lubuskie,PL76,0.0
2020-03-10,Lodzkie,PL74,0.0
2020-03-10,Malopolskie,PL77,1.0
2020-03-10,Mazowieckie,PL78,0.0
2020-03-10,Opolskie,PL79,0.0
2020-03-10,Podkarpackie,PL80,0.0
2020-03-10,Podlaskie,PL81,0.0
2020-03-10,Pomorskie,PL82,0.0
2020-03-10,Slaskie,PL83,3.0
2020-03-10,Swietokrzyskie,PL84,0.0
2020-03-10,Warminsko-Mazurskie,PL85,0.0
2020-03-10,Wielkopolskie,PL86,1.0
2020-03-10,Zachodniopomorskie,PL87,0.0
2020-03-10,Poland,PL,6.0
2020-03-11,Dolnoslaskie,PL72,1.0
2020-03-11,Kujawsko-Pomorskie,PL73,0.0
2020-03-11,Lubelskie,PL75,1.0
2020-03-11,Lubuskie,PL76,0.0
2020-03-11,Lodzkie,PL74,0.0
2020-03-11,Malopolskie,PL77,0.0
2020-03-11,Mazowieckie,PL78,1.0
2020-03-11,Opolskie,PL79,0.0
2020-03-11,Podkarpackie,PL80,0.0
2020-03-11,Podlaskie,PL81,0.0
2020-03-11,Pomorskie,PL82,0.0
2020-03-11,Slaskie,PL83,2.0
2020-03-11,Swietokrzyskie,PL84,0.0
2020-03-11,Warminsko-Mazurskie,PL85,0.0
2020-03-11,Wielkopolskie,PL86,0.0
2020-03-11,Zachodniopomorskie,PL87,0.0
2020-03-11,Poland,PL,5.0
2020-03-12,Dolnoslaskie,PL72,0.0
2020-03-12,Kujawsko-Pomorskie,PL73,0.0
2020-03-12,Lubelskie,PL75,1.0
2020-03-12,Lubuskie,PL76,0.0
2020-03-12,Lodzkie,PL74,1.0
2020-03-12,Malopolskie,PL77,0.0
2020-03-12,Mazowieckie,PL78,1.0
2020-03-12,Opolskie,PL79,1.0
2020-03-12,Podkarpackie,PL80,1.0
2020-03-12,Podlaskie,PL81,0.0
2020-03-12,Pomorskie,PL82,0.0
2020-03-12,Slaskie,PL83,1.0
2020-03-12,Swietokrzyskie,PL84,0.0
2020-03-12,Warminsko-Mazurskie,PL85,2.0
2020-03-12,Wielkopolskie,PL86,1.0
2020-03-12,Zachodniopomorskie,PL87,0.0
2020-03-12,Poland,PL,9.0
2020-03-13,Dolnoslaskie,PL72,3.0
2020-03-13,Kujawsko-Pomorskie,PL73,0.0
2020-03-13,Lubelskie,PL75,4.0
2020-03-13,Lubuskie,PL76,0.0
2020-03-13,Lodzkie,PL74,1.0
2020-03-13,Malopolskie,PL77,0.0
2020-03-13,Mazowieckie,PL78,2.0
2020-03-13,Opolskie,PL79,1.0
2020-03-13,Podkarpackie,PL80,2.0
2020-03-13,Podlaskie,PL81,0.0
2020-03-13,Pomorskie,PL82,0.0
2020-03-13,Slaskie,PL83,3.0
2020-03-13,Swietokrzyskie,PL84,0.0
2020-03-13,Warminsko-Mazurskie,PL85,0.0
2020-03-13,Wielkopolskie,PL86,3.0
2020-03-13,Zachodniopomorskie,PL87,1.0
2020-03-13,Poland,PL,20.0
2020-03-14,Dolnoslaskie,PL72,1.0
2020-03-14,Kujawsko-Pomorskie,PL73,0.0
2020-03-14,Lubelskie,PL75,1.0
2020-03-14,Lubuskie,PL76,0.0
2020-03-14,Lodzkie,PL74,3.0
2020-03-14,Malopolskie,PL77,0.0
2020-03-14,Mazowieckie,PL78,5.0
2020-03-14,Opolskie,PL79,0.0
2020-03-14,Podkarpackie,PL80,3.0
2020-03-14,Podlaskie,PL81,0.0
2020-03-14,Pomorskie,PL82,0.0
2020-03-14,Slaskie,PL83,1.0
2020-03-14,Swietokrzyskie,PL84,0.0
2020-03-14,Warminsko-Mazurskie,PL85,0.0
2020-03-14,Wielkopolskie,PL86,1.0
2020-03-14,Zachodniopomorskie,PL87,2.0
2020-03-14,Poland,PL,17.0
2020-03-15,Dolnoslaskie,PL72,5.0
2020-03-15,Kujawsko-Pomorskie,PL73,0.0
2020-03-15,Lubelskie,PL75,8.0
2020-03-15,Lubuskie,PL76,0.0
2020-03-15,Lodzkie,PL74,10.0
2020-03-15,Malopolskie,PL77,0.0
2020-03-15,Mazowieckie,PL78,5.0
2020-03-15,Opolskie,PL79,2.0
2020-03-15,Podkarpackie,PL80,1.0
2020-03-15,Podlaskie,PL81,0.0
2020-03-15,Pomorskie,PL82,2.0
2020-03-15,Slaskie,PL83,0.0
2020-03-15,Swietokrzyskie,PL84,2.0
2020-03-15,Warminsko-Mazurskie,PL85,0.0
2020-03-15,Wielkopolskie,PL86,1.0
2020-03-15,Zachodniopomorskie,PL87,0.0
2020-03-15,Poland,PL,36.0
2020-03-16,Dolnoslaskie,PL72,2.0
2020-03-16,Kujawsko-Pomorskie,PL73,0.0
2020-03-16,Lubelskie,PL75,2.0
2020-03-16,Lubuskie,PL76,1.0
2020-03-16,Lodzkie,PL74,4.0
2020-03-16,Malopolskie,PL77,0.0
2020-03-16,Mazowieckie,PL78,6.0
2020-03-16,Opolskie,PL79,0.0
2020-03-16,Podkarpackie,PL80,1.0
2020-03-16,Podlaskie,PL81,0.0
2020-03-16,Pomorskie,PL82,0.0
2020-03-16,Slaskie,PL83,2.0
2020-03-16,Swietokrzyskie,PL84,1.0
2020-03-16,Warminsko-Mazurskie,PL85,1.0
2020-03-16,Wielkopolskie,PL86,0.0
2020-03-16,Zachodniopomorskie,PL87,1.0
2020-03-16,Poland,PL,21.0
2020-03-17,Dolnoslaskie,PL72,12.0
2020-03-17,Kujawsko-Pomorskie,PL73,0.0
2020-03-17,Lubelskie,PL75,1.0
2020-03-17,Lubuskie,PL76,0.0
2020-03-17,Lodzkie,PL74,12.0
2020-03-17,Malopolskie,PL77,1.0
2020-03-17,Mazowieckie,PL78,13.0
2020-03-17,Opolskie,PL79,2.0
2020-03-17,Podkarpackie,PL80,3.0
2020-03-17,Podlaskie,PL81,0.0
2020-03-17,Pomorskie,PL82,0.0
2020-03-17,Slaskie,PL83,4.0
2020-03-17,Swietokrzyskie,PL84,0.0
2020-03-17,Warminsko-Mazurskie,PL85,0.0
2020-03-17,Wielkopolskie,PL86,4.0
2020-03-17,Zachodniopomorskie,PL87,0.0
2020-03-17,Poland,PL,52.0
2020-03-18,Dolnoslaskie,PL72,11.0
2020-03-18,Kujawsko-Pomorskie,PL73,8.0
2020-03-18,Lubelskie,PL75,4.0
2020-03-18,Lubuskie,PL76,0.0
2020-03-18,Lodzkie,PL74,11.0
2020-03-18,Malopolskie,PL77,3.0
2020-03-18,Mazowieckie,PL78,3.0
2020-03-18,Opolskie,PL79,2.0
2020-03-18,Podkarpackie,PL80,0.0
2020-03-18,Podlaskie,PL81,1.0
2020-03-18,Pomorskie,PL82,6.0
2020-03-18,Slaskie,PL83,6.0
2020-03-18,Swietokrzyskie,PL84,0.0
2020-03-18,Warminsko-Mazurskie,PL85,2.0
2020-03-18,Wielkopolskie,PL86,2.0
2020-03-18,Zachodniopomorskie,PL87,2.0
2020-03-18,Poland,PL,61.0
2020-03-19,Dolnoslaskie,PL72,2.0
2020-03-19,Kujawsko-Pomorskie,PL73,0.0
2020-03-19,Lubelskie,PL75,0.0
2020-03-19,Lubuskie,PL76,1.0
2020-03-19,Lodzkie,PL74,0.0
2020-03-19,Malopolskie,PL77,1.0
2020-03-19,Mazowieckie,PL78,28.0
2020-03-19,Opolskie,PL79,1.0
2020-03-19,Podkarpackie,PL80,3.0
2020-03-19,Podlaskie,PL81,0.0
2020-03-19,Pomorskie,PL82,1.0
2020-03-19,Slaskie,PL83,6.0
2020-03-19,Swietokrzyskie,PL84,1.0
2020-03-19,Warminsko-Mazurskie,PL85,4.0
2020-03-19,Wielkopolskie,PL86,0.0
2020-03-19,Zachodniopomorskie,PL87,0.0
2020-03-19,Poland,PL,49.0
2020-03-20,Dolnoslaskie,PL72,13.0
2020-03-20,Kujawsko-Pomorskie,PL73,3.0
2020-03-20,Lubelskie,PL75,3.0
2020-03-20,Lubuskie,PL76,6.0
2020-03-20,Lodzkie,PL74,6.0
2020-03-20,Malopolskie,PL77,1.0
2020-03-20,Mazowieckie,PL78,16.0
2020-03-20,Opolskie,PL79,1.0
2020-03-20,Podkarpackie,PL80,3.0
2020-03-20,Podlaskie,PL81,0.0
2020-03-20,Pomorskie,PL82,0.0
2020-03-20,Slaskie,PL83,12.0
2020-03-20,Swietokrzyskie,PL84,1.0
2020-03-20,Warminsko-Mazurskie,PL85,1.0
2020-03-20,Wielkopolskie,PL86,2.0
2020-03-20,Zachodniopomorskie,PL87,1.0
2020-03-20,Poland,PL,68.0
2020-03-21,Dolnoslaskie,PL72,5.0
2020-03-21,Kujawsko-Pomorskie,PL73,3.0
2020-03-21,Lubelskie,PL75,3.0
2020-03-21,Lubuskie,PL76,0.0
2020-03-21,Lodzkie,PL74,9.0
2020-03-21,Malopolskie,PL77,7.0
2020-03-21,Mazowieckie,PL78,25.0
2020-03-21,Opolskie,PL79,0.0
2020-03-21,Podkarpackie,PL80,2.0
2020-03-21,Podlaskie,PL81,2.0
2020-03-21,Pomorskie,PL82,1.0
2020-03-21,Slaskie,PL83,4.0
2020-03-21,Swietokrzyskie,PL84,1.0
2020-03-21,Warminsko-Mazurskie,PL85,5.0
2020-03-21,Wielkopolskie,PL86,3.0
2020-03-21,Zachodniopomorskie,PL87,0.0
2020-03-21,Poland,PL,70.0
2020-03-22,Dolnoslaskie,PL72,8.0
2020-03-22,Kujawsko-Pomorskie,PL73,4.0
2020-03-22,Lubelskie,PL75,3.0
2020-03-22,Lubuskie,PL76,0.0
2020-03-22,Lodzkie,PL74,34.0
2020-03-22,Malopolskie,PL77,2.0
2020-03-22,Mazowieckie,PL78,20.0
2020-03-22,Opolskie,PL79,0.0
2020-03-22,Podkarpackie,PL80,6.0
2020-03-22,Podlaskie,PL81,2.0
2020-03-22,Pomorskie,PL82,4.0
2020-03-22,Slaskie,PL83,10.0
2020-03-22,Swietokrzyskie,PL84,1.0
2020-03-22,Warminsko-Mazurskie,PL85,3.0
2020-03-22,Wielkopolskie,PL86,13.0
2020-03-22,Zachodniopomorskie,PL87,1.0
2020-03-22,Poland,PL,111.0
2020-03-23,Dolnoslaskie,PL72,13.0
2020-03-23,Kujawsko-Pomorskie,PL73,0.0
2020-03-23,Lubelskie,PL75,8.0
2020-03-23,Lubuskie,PL76,2.0
2020-03-23,Lodzkie,PL74,15.0
2020-03-23,Malopolskie,PL77,8.0
2020-03-23,Mazowieckie,PL78,20.0
2020-03-23,Opolskie,PL79,4.0
2020-03-23,Podkarpackie,PL80,4.0
2020-03-23,Podlaskie,PL81,1.0
2020-03-23,Pomorskie,PL82,3.0
2020-03-23,Slaskie,PL83,10.0
2020-03-23,Swietokrzyskie,PL84,0.0
2020-03-23,Warminsko-Mazurskie,PL85,2.0
2020-03-23,Wielkopolskie,PL86,6.0
2020-03-23,Zachodniopomorskie,PL87,2.0
2020-03-23,Poland,PL,98.0
2020-03-24,Dolnoslaskie,PL72,22.0
2020-03-24,Kujawsko-Pomorskie,PL73,3.0
2020-03-24,Lubelskie,PL75,9.0
2020-03-24,Lubuskie,PL76,5.0
2020-03-24,Lodzkie,PL74,5.0
2020-03-24,Malopolskie,PL77,9.0
2020-03-24,Mazowieckie,PL78,28.0
2020-03-24,Opolskie,PL79,5.0
2020-03-24,Podkarpackie,PL80,1.0
2020-03-24,Podlaskie,PL81,1.0
2020-03-24,Pomorskie,PL82,4.0
2020-03-24,Slaskie,PL83,11.0
2020-03-24,Swietokrzyskie,PL84,1.0
2020-03-24,Warminsko-Mazurskie,PL85,3.0
2020-03-24,Wielkopolskie,PL86,4.0
2020-03-24,Zachodniopomorskie,PL87,4.0
2020-03-24,Poland,PL,115.0
2020-03-25,Dolnoslaskie,PL72,33.0
2020-03-25,Kujawsko-Pomorskie,PL73,1.0
2020-03-25,Lubelskie,PL75,6.0
2020-03-25,Lubuskie,PL76,5.0
2020-03-25,Lodzkie,PL74,18.0
2020-03-25,Malopolskie,PL77,16.0
2020-03-25,Mazowieckie,PL78,37.0
2020-03-25,Opolskie,PL79,2.0
2020-03-25,Podkarpackie,PL80,7.0
2020-03-25,Podlaskie,PL81,0.0
2020-03-25,Pomorskie,PL82,1.0
2020-03-25,Slaskie,PL83,10.0
2020-03-25,Swietokrzyskie,PL84,0.0
2020-03-25,Warminsko-Mazurskie,PL85,4.0
2020-03-25,Wielkopolskie,PL86,1.0
2020-03-25,Zachodniopomorskie,PL87,11.0
2020-03-25,Poland,PL,152.0
2020-03-26,Dolnoslaskie,PL72,16.0
2020-03-26,Kujawsko-Pomorskie,PL73,5.0
2020-03-26,Lubelskie,PL75,6.0
2020-03-26,Lubuskie,PL76,2.0
2020-03-26,Lodzkie,PL74,15.0
2020-03-26,Malopolskie,PL77,7.0
2020-03-26,Mazowieckie,PL78,39.0
2020-03-26,Opolskie,PL79,2.0
2020-03-26,Podkarpackie,PL80,6.0
2020-03-26,Podlaskie,PL81,3.0
2020-03-26,Pomorskie,PL82,0.0
2020-03-26,Slaskie,PL83,20.0
2020-03-26,Swietokrzyskie,PL84,6.0
2020-03-26,Warminsko-Mazurskie,PL85,4.0
2020-03-26,Wielkopolskie,PL86,15.0
2020-03-26,Zachodniopomorskie,PL87,4.0
2020-03-26,Poland,PL,150.0
2020-03-27,Dolnoslaskie,PL72,15.0
2020-03-27,Kujawsko-Pomorskie,PL73,4.0
2020-03-27,Lubelskie,PL75,14.0
2020-03-27,Lubuskie,PL76,7.0
2020-03-27,Lodzkie,PL74,14.0
2020-03-27,Malopolskie,PL77,13.0
2020-03-27,Mazowieckie,PL78,40.0
2020-03-27,Opolskie,PL79,3.0
2020-03-27,Podkarpackie,PL80,10.0
2020-03-27,Podlaskie,PL81,3.0
2020-03-27,Pomorskie,PL82,6.0
2020-03-27,Slaskie,PL83,20.0
2020-03-27,Swietokrzyskie,PL84,1.0
2020-03-27,Warminsko-Mazurskie,PL85,6.0
2020-03-27,Wielkopolskie,PL86,12.0
2020-03-27,Zachodniopomorskie,PL87,2.0
2020-03-27,Poland,PL,170.0
2020-03-28,Dolnoslaskie,PL72,28.0
2020-03-28,Kujawsko-Pomorskie,PL73,2.0
2020-03-28,Lubelskie,PL75,4.0
2020-03-28,Lubuskie,PL76,1.0
2020-03-28,Lodzkie,PL74,10.0
2020-03-28,Malopolskie,PL77,24.0
2020-03-28,Mazowieckie,PL78,27.0
2020-03-28,Opolskie,PL79,2.0
2020-03-28,Podkarpackie,PL80,8.0
2020-03-28,Podlaskie,PL81,4.0
2020-03-28,Pomorskie,PL82,4.0
2020-03-28,Slaskie,PL83,14.0
2020-03-28,Swietokrzyskie,PL84,7.0
2020-03-28,Warminsko-Mazurskie,PL85,5.0
2020-03-28,Wielkopolskie,PL86,21.0
2020-03-28,Zachodniopomorskie,PL87,7.0
2020-03-28,Poland,PL,168.0
2020-03-29,Dolnoslaskie,PL72,21.0
2020-03-29,Kujawsko-Pomorskie,PL73,4.0
2020-03-29,Lubelskie,PL75,9.0
2020-03-29,Lubuskie,PL76,2.0
2020-03-29,Lodzkie,PL74,14.0
2020-03-29,Malopolskie,PL77,19.0
2020-03-29,Mazowieckie,PL78,103.0
2020-03-29,Opolskie,PL79,3.0
2020-03-29,Podkarpackie,PL80,10.0
2020-03-29,Podlaskie,PL81,9.0
2020-03-29,Pomorskie,PL82,4.0
2020-03-29,Slaskie,PL83,24.0
2020-03-29,Swietokrzyskie,PL84,5.0
2020-03-29,Warminsko-Mazurskie,PL85,2.0
2020-03-29,Wielkopolskie,PL86,9.0
2020-03-29,Zachodniopomorskie,PL87,11.0
2020-03-29,Poland,PL,249.0
2020-03-30,Dolnoslaskie,PL72,20.0
2020-03-30,Kujawsko-Pomorskie,PL73,10.0
2020-03-30,Lubelskie,PL75,18.0
2020-03-30,Lubuskie,PL76,0.0
2020-03-30,Lodzkie,PL74,8.0
2020-03-30,Malopolskie,PL77,38.0
2020-03-30,Mazowieckie,PL78,40.0
2020-03-30,Opolskie,PL79,12.0
2020-03-30,Podkarpackie,PL80,5.0
2020-03-30,Podlaskie,PL81,2.0
2020-03-30,Pomorskie,PL82,9.0
2020-03-30,Slaskie,PL83,30.0
2020-03-30,Swietokrzyskie,PL84,7.0
2020-03-30,Warminsko-Mazurskie,PL85,10.0
2020-03-30,Wielkopolskie,PL86,9.0
2020-03-30,Zachodniopomorskie,PL87,6.0
2020-03-30,Poland,PL,224.0
2020-03-31,Dolnoslaskie,PL72,24.0
2020-03-31,Kujawsko-Pomorskie,PL73,25.0
2020-03-31,Lubelskie,PL75,9.0
2020-03-31,Lubuskie,PL76,3.0
2020-03-31,Lodzkie,PL74,12.0
2020-03-31,Malopolskie,PL77,24.0
2020-03-31,Mazowieckie,PL78,26.0
2020-03-31,Opolskie,PL79,11.0
2020-03-31,Podkarpackie,PL80,4.0
2020-03-31,Podlaskie,PL81,8.0
2020-03-31,Pomorskie,PL82,3.0
2020-03-31,Slaskie,PL83,14.0
2020-03-31,Swietokrzyskie,PL84,3.0
2020-03-31,Warminsko-Mazurskie,PL85,1.0
2020-03-31,Wielkopolskie,PL86,24.0
2020-03-31,Zachodniopomorskie,PL87,2.0
2020-03-31,Poland,PL,193.0
2020-04-01,Dolnoslaskie,PL72,16.0
2020-04-01,Kujawsko-Pomorskie,PL73,4.0
2020-04-01,Lubelskie,PL75,18.0
2020-04-01,Lubuskie,PL76,6.0
2020-04-01,Lodzkie,PL74,6.0
2020-04-01,Malopolskie,PL77,18.0
2020-04-01,Mazowieckie,PL78,57.0
2020-04-01,Opolskie,PL79,16.0
2020-04-01,Podkarpackie,PL80,15.0
2020-04-01,Podlaskie,PL81,0.0
2020-04-01,Pomorskie,PL82,6.0
2020-04-01,Slaskie,PL83,55.0
2020-04-01,Swietokrzyskie,PL84,12.0
2020-04-01,Warminsko-Mazurskie,PL85,1.0
2020-04-01,Wielkopolskie,PL86,16.0
2020-04-01,Zachodniopomorskie,PL87,10.0
2020-04-01,Poland,PL,256.0
2020-04-02,Dolnoslaskie,PL72,52.0
2020-04-02,Kujawsko-Pomorskie,PL73,8.0
2020-04-02,Lubelskie,PL75,1.0
2020-04-02,Lubuskie,PL76,5.0
2020-04-02,Lodzkie,PL74,13.0
2020-04-02,Malopolskie,PL77,17.0
2020-04-02,Mazowieckie,PL78,68.0
2020-04-02,Opolskie,PL79,5.0
2020-04-02,Podkarpackie,PL80,9.0
2020-04-02,Podlaskie,PL81,11.0
2020-04-02,Pomorskie,PL82,6.0
2020-04-02,Slaskie,PL83,8.0
2020-04-02,Swietokrzyskie,PL84,6.0
2020-04-02,Warminsko-Mazurskie,PL85,3.0
2020-04-02,Wielkopolskie,PL86,21.0
2020-04-02,Zachodniopomorskie,PL87,10.0
2020-04-02,Poland,PL,243.0
2020-04-03,Dolnoslaskie,PL72,12.0
2020-04-03,Kujawsko-Pomorskie,PL73,73.0
2020-04-03,Lubelskie,PL75,18.0
2020-04-03,Lubuskie,PL76,1.0
2020-04-03,Lodzkie,PL74,15.0
2020-04-03,Malopolskie,PL77,21.0
2020-04-03,Mazowieckie,PL78,142.0
2020-04-03,Opolskie,PL79,3.0
2020-04-03,Podkarpackie,PL80,7.0
2020-04-03,Podlaskie,PL81,12.0
2020-04-03,Pomorskie,PL82,10.0
2020-04-03,Slaskie,PL83,29.0
2020-04-03,Swietokrzyskie,PL84,7.0
2020-04-03,Warminsko-Mazurskie,PL85,6.0
2020-04-03,Wielkopolskie,PL86,26.0
2020-04-03,Zachodniopomorskie,PL87,10.0
2020-04-03,Poland,PL,392.0
2020-04-04,Dolnoslaskie,PL72,62.0
2020-04-04,Kujawsko-Pomorskie,PL73,42.0
2020-04-04,Lubelskie,PL75,7.0
2020-04-04,Lubuskie,PL76,2.0
2020-04-04,Lodzkie,PL74,12.0
2020-04-04,Malopolskie,PL77,32.0
2020-04-04,Mazowieckie,PL78,54.0
2020-04-04,Opolskie,PL79,12.0
2020-04-04,Podkarpackie,PL80,14.0
2020-04-04,Podlaskie,PL81,15.0
2020-04-04,Pomorskie,PL82,12.0
2020-04-04,Slaskie,PL83,130.0
2020-04-04,Swietokrzyskie,PL84,17.0
2020-04-04,Warminsko-Mazurskie,PL85,8.0
2020-04-04,Wielkopolskie,PL86,18.0
2020-04-04,Zachodniopomorskie,PL87,0.0
2020-04-04,Poland,PL,437.0
2020-04-05,Dolnoslaskie,PL72,7.0
2020-04-05,Kujawsko-Pomorskie,PL73,25.0
2020-04-05,Lubelskie,PL75,7.0
2020-04-05,Lubuskie,PL76,6.0
2020-04-05,Lodzkie,PL74,11.0
2020-04-05,Malopolskie,PL77,46.0
2020-04-05,Mazowieckie,PL78,0.0
2020-04-05,Opolskie,PL79,0.0
2020-04-05,Podkarpackie,PL80,11.0
2020-04-05,Podlaskie,PL81,8.0
2020-04-05,Pomorskie,PL82,22.0
2020-04-05,Slaskie,PL83,65.0
2020-04-05,Swietokrzyskie,PL84,2.0
2020-04-05,Warminsko-Mazurskie,PL85,3.0
2020-04-05,Wielkopolskie,PL86,20.0
2020-04-05,Zachodniopomorskie,PL87,11.0
2020-04-05,Poland,PL,244.0
2020-04-06,Dolnoslaskie,PL72,61.0
2020-04-06,Kujawsko-Pomorskie,PL73,17.0
2020-04-06,Lubelskie,PL75,9.0
2020-04-06,Lubuskie,PL76,3.0
2020-04-06,Lodzkie,PL74,67.0
2020-04-06,Malopolskie,PL77,19.0
2020-04-06,Mazowieckie,PL78,159.0
2020-04-06,Opolskie,PL79,4.0
2020-04-06,Podkarpackie,PL80,13.0
2020-04-06,Podlaskie,PL81,9.0
2020-04-06,Pomorskie,PL82,13.0
2020-04-06,Slaskie,PL83,41.0
2020-04-06,Swietokrzyskie,PL84,12.0
2020-04-06,Warminsko-Mazurskie,PL85,2.0
2020-04-06,Wielkopolskie,PL86,40.0
2020-04-06,Zachodniopomorskie,PL87,6.0
2020-04-06,Poland,PL,475.0
2020-04-07,Dolnoslaskie,PL72,20.0
2020-04-07,Kujawsko-Pomorskie,PL73,4.0
2020-04-07,Lubelskie,PL75,7.0
2020-04-07,Lubuskie,PL76,3.0
2020-04-07,Lodzkie,PL74,14.0
2020-04-07,Malopolskie,PL77,22.0
2020-04-07,Mazowieckie,PL78,98.0
2020-04-07,Opolskie,PL79,7.0
2020-04-07,Podkarpackie,PL80,7.0
2020-04-07,Podlaskie,PL81,18.0
2020-04-07,Pomorskie,PL82,8.0
2020-04-07,Slaskie,PL83,25.0
2020-04-07,Swietokrzyskie,PL84,10.0
2020-04-07,Warminsko-Mazurskie,PL85,3.0
2020-04-07,Wielkopolskie,PL86,54.0
2020-04-07,Zachodniopomorskie,PL87,11.0
2020-04-07,Poland,PL,311.0
2020-04-08,Dolnoslaskie,PL72,39.0
2020-04-08,Kujawsko-Pomorskie,PL73,19.0
2020-04-08,Lubelskie,PL75,11.0
2020-04-08,Lubuskie,PL76,0.0
2020-04-08,Lodzkie,PL74,18.0
2020-04-08,Malopolskie,PL77,22.0
2020-04-08,Mazowieckie,PL78,182.0
2020-04-08,Opolskie,PL79,6.0
2020-04-08,Podkarpackie,PL80,12.0
2020-04-08,Podlaskie,PL81,18.0
2020-04-08,Pomorskie,PL82,10.0
2020-04-08,Slaskie,PL83,39.0
2020-04-08,Swietokrzyskie,PL84,17.0
2020-04-08,Warminsko-Mazurskie,PL85,4.0
2020-04-08,Wielkopolskie,PL86,22.0
2020-04-08,Zachodniopomorskie,PL87,16.0
2020-04-08,Poland,PL,435.0
2020-04-09,Dolnoslaskie,PL72,12.0
2020-04-09,Kujawsko-Pomorskie,PL73,13.0
2020-04-09,Lubelskie,PL75,8.0
2020-04-09,Lubuskie,PL76,4.0
2020-04-09,Lodzkie,PL74,42.0
2020-04-09,Malopolskie,PL77,28.0
